state_code,county,lat,long,TEST_zipcode,TEST_county,TEST_state,TEST_population,TEST_population_density
MS,Jefferson,31.733633,-91.043878,39069,Jefferson County,MS,5409,31.0
MS,Kemper,32.750136,-88.625631,39352,Kemper County,MS,812,8.0
MS,Neshoba,32.752518,-89.119274,39350,Neshoba County,MS,24865,60.0
MS,Sharkey,32.892395,-90.827613,39159,Sharkey County,MS,3334,11.0
MS,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
MO,Atchison,40.431846,-95.437555,64491,Atchison County,MO,1875,17.0
MO,Barry,36.699376,-93.834334,65625,Barry County,MO,8328,53.0
MO,Buchanan,39.660369,-94.808173,64507,Buchanan County,MO,13738,242.0
MO,Chariton,39.517967999999996,-92.96162,65261,Chariton County,MO,1094,13.0
MO,Lincoln,39.062255,-90.962916,63379,Lincoln County,MO,23348,172.0
MO,Pettis,38.727367,-93.285207,65301,Pettis County,MO,34267,142.0
MO,Ray,39.308401,-93.995746,64085,Ray County,MO,8803,52.0
MO,Texas,37.314257,-91.964478,65483,Texas County,MO,4737,45.0
MO,Wright,37.267633,-92.479989,65667,Wright County,MO,3305,18.0
MT,Lake,47.642901,-114.08368700000001,59864,Lake County,MT,6752,36.0
MT,Park,45.421428999999996,-110.53276000000001,59047,Park County,MT,11880,13.0
NM,Roosevelt,34.021207000000004,-103.48300400000001,88130,Roosevelt County,NM,18651,30.0
NM,Valencia,34.716840000000005,-106.806582,87031,Valencia County,NM,44075,87.0
NC,Greene,35.481959,-77.681688,28580,Greene County,NC,12657,111.0
NC,Person,36.38635,-78.965623,27573,Person County,NC,11414,641.0
NC,Surry,36.415416,-80.686463,27007,Surry County,NC,2162,102.0
OH,Fulton,41.597264,-84.124267,43567,Fulton County,OH,13283,118.0
OH,Shelby,40.33668,-84.204142,45365,Shelby County,OH,30561,191.0
OK,Caddo,35.16792,-98.381045,73042,Caddo County,OK,1073,10.0
OK,Cherokee,35.904367,-94.996796,74464,Cherokee County,OK,30111,106.0
OK,Choctaw,34.027645,-95.554208,74743,Choctaw County,OK,8537,39.0
OK,Latimer,34.875137,-95.272262,74578,Latimer County,OK,6822,21.0
OK,Pittsburg,34.925540000000005,-95.74813,74501,Pittsburg County,OK,29073,53.0
OR,Columbia,45.941932,-123.081079,97048,Columbia County,OR,6691,80.0
OR,Morrow,45.425496,-119.60231100000001,97839,Morrow County,OR,475,2.0
PA,Northumberland,40.851524,-76.709877,17801,Northumberland County,PA,16671,252.0
PA,Union,40.962179,-77.055475,17844,Union County,PA,10042,90.0
SD,Aurora,43.724719,-98.577587,57383,Aurora County,SD,732,3.0
SD,Faulk,45.065476000000004,-99.153564,57438,Faulk County,SD,1580,3.0
SD,Lawrence,44.348766999999995,-103.804947,57754,Lawrence County,SD,3793,16.0
SD,Todd,43.208794,-100.70766400000001,57555,Todd County,SD,3834,9.0
SD,Union,42.831106,-96.650829,57010,Clay County,SD,493,9.0
TN,Smith,36.256645,-85.94191500000001,37030,Smith County,TN,6982,110.0
TX,Cherokee,31.843881,-95.156343,75785,Cherokee County,TX,11263,42.0
TX,Harrison,32.547990999999996,-94.374434,75670,Harrison County,TX,17290,141.0
TX,Hood,32.430149,-97.831677,76048,Hood County,TX,21989,203.0
TX,Montague,33.678356,-97.725014,76251,Montague County,TX,731,14.0
TX,Navarro,32.048448,-96.47690899999999,75110,Navarro County,TX,28132,188.0
TX,Randall,34.962528999999996,-101.895547,79015,Randall County,TX,19277,50.0
TX,Shelby,31.790139,-94.142579,75935,Shelby County,TX,13685,39.0
TX,Starr,26.530903000000002,-98.740235,78582,Starr County,TX,40455,62.0
TX,Taylor,32.297126,-99.89043000000001,79562,Taylor County,TX,3669,32.0
TX,Uvalde,29.350308000000002,-99.768427,78801,Uvalde County,TX,21780,27.0
TX,Willacy,26.481861,-97.59473100000001,78569,Willacy County,TX,4039,30.0
TX,Yoakum,33.162397999999996,-102.83224200000001,79355,Yoakum County,TX,1942,4.0
TX,Young,33.158778000000005,-98.67839000000001,76450,Young County,TX,13258,29.0
UT,Uintah,40.125887,-109.517748,84078,Uintah County,UT,25851,28.0
VA,Bristol city,36.616954,-82.15756400000001,24201,Bristol city,VA,17116,1652.0
VA,Galax city,36.66564,-80.91430799999999,24333,Galax city,VA,17996,125.0
VA,Roanoke city,37.278458,-79.958174,24016,Roanoke city,VA,9047,2786.0
WA,Skamania,46.024784999999994,-121.953232,98648,Skamania County,WA,3100,25.0
WV,Greenbrier,37.924418,-80.45059,24957,Greenbrier County,WV,346,92.0
WV,Pleasants,39.368133,-81.161172,26170,Pleasants County,WV,6137,59.0
WI,Iron,46.32655,-90.261298,54550,Iron County,WI,685,29.0
WI,Marinette,45.346899,-87.991198,54177,Marinette County,WI,2898,17.0
WI,Richland,43.376199,-90.435693,53581,Richland County,WI,10699,45.0
WI,Waupaca,44.478004,-88.967005,54962,Waupaca County,WI,1110,23.0
WY,Goshen,42.089455,-104.35354,82243,Goshen County,WY,187,3.0
WY,Washakie,43.878831,-107.66905200000001,82442,Washakie County,WY,732,1.0
